SourceFile,TargetFile
Jolt/Compute/VK/ComputeQueueVK.h,Jolt/Core/UnorderedMap.h
Jolt/Physics/Collision/GroupFilterTable.h,Jolt/Physics/Collision/CollisionGroup.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/Collision/CollideSphereVsTriangles.cpp,Jolt/Core/Profiler.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/TriangleSplitter/TriangleSplitterMean.h
Jolt/Physics/Body/MotionProperties.h,Jolt/Physics/Body/BodyAccess.h
Jolt/Physics/LargeIslandSplitter.cpp,Jolt/Core/TempAllocator.h
Jolt/Physics/Constraints/PathConstraintPathHermite.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/SortReverseAndStore.h
Jolt/Compute/VK/ComputeSystemVKWithAllocator.cpp,Jolt/Jolt.h
Jolt/Compute/DX12/ComputeBufferDX12.cpp,Jolt/Compute/DX12/ComputeSystemDX12.h
Jolt/Physics/SoftBody/SoftBodyMotionProperties.cpp,Jolt/Physics/SoftBody/SoftBodyManifold.h
Jolt/Physics/Constraints/RackAndPinionConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Renderer/DebugRendererRecorder.h,Jolt/Core/Mutex.h
Jolt/Core/Semaphore.cpp,Jolt/Core/Semaphore.h
Jolt/Physics/Collision/Shape/OffsetCenterOfMassShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Math/Vec4.h,Jolt/Math/Float4.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Geometry/ClosestPoint.h
Jolt/Core/LinearCurve.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/CollideConvexVsTriangles.cpp,Jolt/Geometry/EPAPenetrationDepth.h
Jolt/Core/JobSystemWithBarrier.cpp,Jolt/Core/JobSystemWithBarrier.h
Jolt/Skeleton/Skeleton.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Physics/PhysicsStepListener.h
Jolt/Physics/Constraints/ConstraintManager.cpp,Jolt/Core/QuickSort.h
Jolt/Core/Mutex.h,mutex
Jolt/Physics/Vehicle/TrackedVehicleController.h,Jolt/Physics/Vehicle/VehicleEngine.h
Jolt/Core/StringTools.cpp,Jolt/Jolt.h
Jolt/Physics/Ragdoll/Ragdoll.h,Jolt/Physics/Constraints/TwoBodyConstraint.h
Jolt/Shaders/HairWrapper.cpp,HairGridNormalize.hlsl
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Jolt.h
Jolt/Compute/DX12/ComputeSystemDX12.cpp,Jolt/Core/StringTools.h
Jolt/Physics/Ragdoll/Ragdoll.h,Jolt/Core/Result.h
Jolt/Physics/Body/MotionProperties.h,Jolt/Physics/Body/AllowedDOFs.h
Jolt/Physics/Collision/Shape/ConvexShape.cpp,Jolt/Physics/PhysicsSettings.h
Jolt/Physics/Character/Character.h,Jolt/Physics/Collision/ObjectLayer.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.cpp,Jolt/Core/QuickSort.h
Jolt/Physics/Constraints/ContactConstraintManager.h,Jolt/Physics/EPhysicsUpdateError.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Constraints/PointConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Skeleton/Skeleton.cpp,Jolt/Skeleton/Skeleton.h
Jolt/Physics/Constraints/SpringSettings.cpp,Jolt/Jolt.h
Jolt/Physics/Body/MassProperties.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Constraints/ContactConstraintManager.cpp,Jolt/Physics/Body/Body.h
Jolt/Core/Factory.cpp,Jolt/Core/Factory.h
Jolt/Physics/Collision/TransformedShape.h,Jolt/Physics/Collision/BackFaceMode.h
Jolt/Core/Mutex.h,Jolt/Core/NonCopyable.h
Jolt/Physics/SoftBody/SoftBodyMotionProperties.h,Jolt/Geometry/AABox.h
Jolt/Physics/Constraints/SwingTwistConstraint.h,Jolt/Physics/Constraints/ConstraintPart/AngleConstraintPart.h
Jolt/Compute/CPU/ComputeQueueCPU.cpp,Jolt/Compute/CPU/ComputeQueueCPU.h
Jolt/TriangleSplitter/TriangleSplitterMean.h,Jolt/TriangleSplitter/TriangleSplitter.h
Jolt/Physics/Constraints/PathConstraint.cpp,Jolt/Core/StreamIn.h
Jolt/Geometry/Indexify.cpp,Jolt/Geometry/AABox.h
Jolt/Shaders/HairWrapper.cpp,HairTeleport.hlsl
Jolt/Physics/Collision/Shape/PlaneShape.cpp,Jolt/Core/StreamOut.h
Jolt/Core/FPException.h,Jolt/Core/FPControlWord.h
Jolt/Physics/Constraints/ConstraintPart/HingeRotationConstraintPart.h,Jolt/Math/Matrix.h
Jolt/Physics/Collision/NarrowPhaseQuery.cpp,Jolt/Physics/Collision/CollisionCollectorImpl.h
Jolt/Physics/Collision/Shape/SphereShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Geometry/EPAPenetrationDepth.h,Jolt/Core/Profiler.h
Jolt/Physics/SoftBody/SoftBodyShape.cpp,Jolt/Physics/Collision/CollideSphereVsTriangles.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/Shaders/TestComputeWrapper.cpp,Jolt/Compute/CPU/WrapShaderBegin.h
Jolt/Physics/Collision/Shape/PlaneShape.h,Jolt/Physics/Collision/PhysicsMaterial.h
Jolt/AABBTree/AABBTreeBuilder.h,Jolt/Geometry/AABox.h
Jolt/Physics/IslandBuilder.h,Jolt/Core/NonCopyable.h
Jolt/Core/Memory.cpp,cstdlib
Jolt/Physics/Ragdoll/Ragdoll.cpp,Jolt/Physics/Constraints/HingeConstraint.h
Jolt/Physics/StateRecorder.h,Jolt/Core/StreamOut.h
Jolt/Compute/CPU/ComputeSystemCPU.cpp,Jolt/Jolt.h
Jolt/Physics/Hair/HairSettings.cpp,Jolt/TriangleSplitter/TriangleSplitterBinning.h
Jolt/Shaders/TestComputeWrapper.cpp,TestComputeBindings.h
Jolt/Physics/Body/Body.h,Jolt/Physics/Collision/ObjectLayer.h
Jolt/Physics/Constraints/DistanceConstraint.cpp,Jolt/Physics/Constraints/DistanceConstraint.h
Jolt/Physics/Constraints/ConstraintManager.cpp,Jolt/Physics/PhysicsLock.h
Jolt/Physics/Collision/NarrowPhaseQuery.cpp,Jolt/Physics/Collision/ShapeCast.h
Jolt/Geometry/OrientedBox.h,Jolt/Geometry/AABox.h
Jolt/Core/LockFreeHashMap.h,LockFreeHashMap.inl
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/CollideConvexVsTriangles.h
Jolt/Physics/Collision/Shape/ConvexShape.cpp,Jolt/Geometry/EPAPenetrationDepth.h
Jolt/Physics/Collision/NarrowPhaseQuery.h,Jolt/Physics/Body/BodyLockInterface.h
Jolt/Physics/Vehicle/VehicleConstraint.cpp,Jolt/Jolt.h
Jolt/Physics/Vehicle/TrackedVehicleController.h,Jolt/Physics/Vehicle/VehicleController.h
Jolt/Core/StreamUtils.h,Jolt/Core/UnorderedMap.h
Jolt/Physics/Collision/Shape/OffsetCenterOfMassShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Physics/Collision/CollidePointResult.h
Jolt/Physics/Ragdoll/Ragdoll.cpp,Jolt/Core/StreamUtils.h
Jolt/Core/TickCounter.h,x86intrin.h
Jolt/TriangleSplitter/TriangleSplitterBinning.h,Jolt/TriangleSplitter/TriangleSplitter.h
Jolt/Physics/Vehicle/VehicleAntiRollBar.h,Jolt/Core/StreamOut.h
Jolt/Shaders/HairWrapper.cpp,HairIntegrateBindings.h
Jolt/TriangleSplitter/TriangleSplitter.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/PlaneShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVertexIterator.h
Jolt/Physics/Collision/GroupFilterTable.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/SimShapeFilterWrapper.h,Jolt/Physics/Collision/SimShapeFilter.h
Jolt/Physics/Vehicle/VehicleDifferential.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Skeleton/SkeletonPose.h,Jolt/Skeleton/SkeletalAnimation.h
Jolt/Physics/Character/CharacterVirtual.h,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Collision/TransformedShape.cpp,Jolt/Physics/Collision/Shape/SubShapeID.h
Jolt/Physics/Constraints/SliderConstraint.h,Jolt/Physics/Constraints/ConstraintPart/AxisConstraintPart.h
Jolt/Physics/Collision/Shape/EmptyShape.h,Jolt/Physics/Collision/PhysicsMaterial.h
Jolt/Core/IncludeWindows.h,windows.h
Jolt/Physics/Vehicle/WheeledVehicleController.cpp,Jolt/Core/StreamIn.h
Jolt/Core/Semaphore.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/RotatedTranslatedShape.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Constraints/SixDOFConstraint.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Vehicle/VehicleCollisionTester.cpp,Jolt/Physics/Collision/CollisionCollectorImpl.h
Jolt/Physics/Vehicle/WheeledVehicleController.cpp,Jolt/Math/GaussianElimination.h
Jolt/Core/Core.h,winapifamily.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/ShapeFilter.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/Shape/TriangleShape.h
Jolt/Physics/Collision/GroupFilter.cpp,Jolt/Core/StreamUtils.h
Jolt/Physics/Hair/HairShaders.cpp,Jolt/Shaders/HairStructs.h
Jolt/Physics/Collision/Shape/PlaneShape.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Collision/Shape/OffsetCenterOfMassShape.cpp,Jolt/Jolt.h
Jolt/TriangleSplitter/TriangleSplitter.h,Jolt/Geometry/IndexedTriangle.h
Jolt/Physics/SoftBody/SoftBodyMotionProperties.cpp,Jolt/Physics/SoftBody/SoftBodyContactListener.h
Jolt/Physics/Vehicle/VehicleCollisionTester.cpp,Jolt/Physics/Collision/ShapeCast.h
Jolt/Physics/Collision/ShapeFilter.h,Jolt/Physics/Body/BodyID.h
Jolt/Physics/SoftBody/SoftBodyUpdateContext.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Constraints/PathConstraint.h,Jolt/Physics/Constraints/ConstraintPart/RotationEulerConstraintPart.h
Jolt/Compute/DX12/ComputeSystemDX12.cpp,Jolt/Compute/DX12/ComputeShaderDX12.h
Jolt/Physics/Collision/Shape/OffsetCenterOfMassShape.h,Jolt/Physics/Collision/Shape/DecoratedShape.h
Jolt/ObjectStream/TypeDeclarations.h,Jolt/Geometry/IndexedTriangle.h
Jolt/Physics/Collision/Shape/CompoundShapeVisitors.h,Jolt/Geometry/AABox4.h
Jolt/Physics/Constraints/SixDOFConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/Shape/SphereShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/Hair/HairSettings.h,Jolt/Compute/ComputeSystem.h
Jolt/Compute/MTL/ComputeQueueMTL.h,MetalKit/MetalKit.h
Jolt/Physics/Constraints/SliderConstraint.cpp,Jolt/Jolt.h
Jolt/Physics/IslandBuilder.cpp,Jolt/Physics/IslandBuilder.h
Jolt/Physics/Collision/CollideSoftBodyVertexIterator.h,Jolt/Physics/SoftBody/SoftBodyVertex.h
Jolt/Physics/Collision/Shape/SubShapeIDPair.h,Jolt/Physics/Body/BodyID.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/CollidePointResult.h
Jolt/Shaders/TestComputeBindings.h,ShaderCore.h
Jolt/Physics/Vehicle/VehicleEngine.h,Jolt/Core/LinearCurve.h
Jolt/Physics/Vehicle/VehicleDifferential.h,Jolt/Core/StreamIn.h
Jolt/TriangleSplitter/TriangleSplitterMean.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ConeConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/BroadPhase/QuadTree.cpp,Jolt/Physics/Collision/AABoxCast.h
Jolt/Renderer/DebugRendererPlayback.cpp,Jolt/Renderer/DebugRendererPlayback.h
Jolt/Physics/Constraints/PathConstraint.h,Jolt/Physics/Constraints/TwoBodyConstraint.h
Jolt/Compute/VK/ComputeShaderVK.h,Jolt/Core/UnorderedMap.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Physics/Collision/Shape/CylinderShape.h
Jolt/Physics/Vehicle/TrackedVehicleController.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Core/Profiler.h
Jolt/Shaders/HairWrapper.cpp,HairIntegrate.hlsl
Jolt/Physics/Constraints/ContactConstraintManager.h,Jolt/Core/LockFreeHashMap.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Physics/SoftBody/SoftBodyMotionProperties.h
Jolt/Skeleton/Skeleton.h,Jolt/Core/Result.h
Jolt/Physics/Collision/CollideSphereVsTriangles.h,Jolt/Physics/Collision/Shape/SphereShape.h
Jolt/Core/JobSystem.h,Jolt/Core/Color.h
Jolt/Physics/Collision/CollideSphereVsTriangles.h,Jolt/Physics/Collision/Shape/SubShapeID.h
Jolt/Physics/Vehicle/VehicleController.cpp,Jolt/Jolt.h
Jolt/Shaders/HairCommon.h,ShaderMath.h
Jolt/Physics/Collision/Shape/SphereShape.cpp,Jolt/Jolt.h
Jolt/Core/Semaphore.h,Jolt/Core/Atomics.h
Jolt/Compute/DX12/IncludeDX12.h,dxgidebug.h
Jolt/Physics/Constraints/ContactConstraintManager.h,Jolt/Math/Vector.h
Jolt/AABBTree/NodeCodec/NodeCodecQuadTreeHalfFloat.h,Jolt/Math/HalfFloat.h
Jolt/Physics/Body/BodyInterface.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVertexIterator.h
Jolt/Physics/Body/BodyCreationSettings.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Physics/Collision/Shape/MutableCompoundShape.h,Jolt/Physics/Collision/Shape/CompoundShape.h
Jolt/Core/Semaphore.h,condition_variable
Jolt/Physics/PhysicsSystem.h,Jolt/Physics/Constraints/ContactConstraintManager.h
Jolt/Physics/Constraints/ConstraintManager.cpp,Jolt/Physics/IslandBuilder.h
Jolt/Compute/VK/BufferVK.h,Jolt/Compute/VK/IncludeVK.h
Jolt/Skeleton/SkeletalAnimation.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/ShapeCast.h
Jolt/Physics/Collision/CollideShape.h,Jolt/Physics/Body/BodyID.h
Jolt/Math/Matrix.h,Jolt/Math/Vector.h
Jolt/Physics/PhysicsScene.h,Jolt/Physics/SoftBody/SoftBodyCreationSettings.h
Jolt/Physics/Collision/CastConvexVsTriangles.h,Jolt/Physics/Collision/ShapeCast.h
Jolt/Physics/Constraints/PathConstraint.h,Jolt/Physics/Constraints/ConstraintPart/DualAxisConstraintPart.h
Jolt/ObjectStream/ObjectStreamTextOut.cpp,Jolt/Jolt.h
Jolt/Physics/Body/BodyInterface.cpp,Jolt/Physics/Body/BodyLock.h
Jolt/Geometry/OrientedBox.cpp,Jolt/Geometry/AABox.h
Jolt/Physics/Collision/CastSphereVsTriangles.cpp,Jolt/Physics/Collision/CastSphereVsTriangles.h
Jolt/Physics/Constraints/HingeConstraint.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/SoftBody/SoftBodyCreationSettings.cpp,Jolt/Physics/SoftBody/SoftBodyCreationSettings.h
Jolt/Physics/Constraints/GearConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/Shape/Shape.cpp,Jolt/Physics/Collision/Shape/StaticCompoundShape.h
Jolt/Core/Atomics.h,atomic
Jolt/Physics/Hair/Hair.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/PhysicsMaterial.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/Shape.h,Jolt/Core/ObjectToIDMap.h
Jolt/Physics/Collision/CastConvexVsTriangles.h,Jolt/Physics/Collision/Shape/ConvexShape.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Physics/Collision/Shape/ScaledShape.h
Jolt/Physics/Collision/GroupFilterTable.h,Jolt/Physics/Collision/GroupFilter.h
Jolt/Compute/CPU/ComputeSystemCPU.cpp,Jolt/Compute/CPU/ComputeQueueCPU.h
Jolt/ObjectStream/ObjectStreamIn.cpp,Jolt/ObjectStream/ObjectStreamBinaryIn.h
Jolt/Compute/DX12/ComputeBufferDX12.h,Jolt/Compute/DX12/IncludeDX12.h
Jolt/Physics/SoftBody/SoftBodySharedSettings.cpp,Jolt/Core/QuickSort.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/BoxShape.h
Jolt/Compute/DX12/ComputeSystemDX12.cpp,d3dcompiler.h
Jolt/Core/IncludeWindows.h,Windows.h
Jolt/Core/RTTI.h,Jolt/ObjectStream/SerializableAttribute.h
Jolt/Physics/Collision/Shape/EmptyShape.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Physics/Collision/Shape/ConvexShape.h
Jolt/Physics/Collision/Shape/ConvexHullShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/Collision/Shape/ConvexHullShape.h,Jolt/Geometry/Plane.h
Jolt/Physics/Constraints/PulleyConstraint.h,Jolt/Physics/Constraints/TwoBodyConstraint.h
Jolt/ObjectStream/ObjectStreamBinaryIn.cpp,Jolt/ObjectStream/ObjectStreamBinaryIn.h
Jolt/Core/Array.h,Jolt/Core/HashCombine.h
Jolt/Physics/Collision/CollisionGroup.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/CollideShape.h,Jolt/Physics/PhysicsSettings.h
Jolt/Renderer/DebugRendererRecorder.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ContactConstraintManager.cpp,Jolt/Physics/Constraints/ContactConstraintManager.h
Jolt/Geometry/Indexify.cpp,Jolt/Geometry/Indexify.h
Jolt/Physics/SoftBody/SoftBodyShape.cpp,Jolt/Physics/SoftBody/SoftBodyMotionProperties.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Core/StringTools.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Physics/Collision/CollidePointResult.h
Jolt/Physics/Collision/Shape/CompoundShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Core/Profiler.cpp,Jolt/Core/Profiler.h
Jolt/Skeleton/SkeletalAnimation.cpp,Jolt/Skeleton/SkeletalAnimation.h
Jolt/Physics/DeterminismLog.cpp,Jolt/Jolt.h
Jolt/Physics/SoftBody/SoftBodyShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/PhysicsScene.cpp,Jolt/Physics/Body/BodyLockMulti.h
Jolt/Physics/Collision/Shape/MeshShape.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Collision/Shape/TaperedCylinderShape.cpp,Jolt/Physics/Collision/Shape/ScaleHelpers.h
Jolt/Compute/CPU/WrapShaderBegin.h,Jolt/Core/HashCombine.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/ScaledShape.h
Jolt/Geometry/EPAConvexHullBuilder.h,Jolt/Core/BinaryHeap.h
Jolt/Compute/VK/ComputeSystemVKImpl.cpp,Jolt/Jolt.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/ManifoldBetweenTwoFaces.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Compute/DX12/ComputeSystemDX12.cpp,Jolt/Core/UnorderedMap.h
Jolt/Compute/VK/ComputeSystemVK.h,Jolt/Compute/VK/ComputeQueueVK.h
Jolt/Physics/Collision/Shape/Shape.h,Jolt/Core/NonCopyable.h
Jolt/Geometry/AABox4.h,Jolt/Geometry/OrientedBox.h
Jolt/Physics/Collision/Shape/TaperedCylinderShape.h,Jolt/Physics/Collision/Shape/ConvexShape.h
Jolt/Physics/Constraints/PathConstraintPathHermite.h,Jolt/Physics/Constraints/PathConstraintPath.h
Jolt/Physics/LargeIslandSplitter.cpp,Jolt/Physics/IslandBuilder.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.cpp,Jolt/Physics/Collision/Shape/StaticCompoundShape.h
Jolt/Physics/Constraints/PathConstraintPathHermite.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/Vehicle/MotorcycleController.cpp,Jolt/Physics/Vehicle/MotorcycleController.h
Jolt/Core/StreamOut.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Constraints/PathConstraint.h,Jolt/Physics/Constraints/PathConstraintPath.h
Jolt/ObjectStream/ObjectStreamBinaryOut.cpp,Jolt/Jolt.h
Jolt/Shaders/TestCompute2Bindings.h,ShaderCore.h
Jolt/Physics/SoftBody/SoftBodyShape.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/CastSphereVsTriangles.cpp,Jolt/Geometry/RaySphere.h
Jolt/Physics/Ragdoll/Ragdoll.h,Jolt/Skeleton/SkeletonPose.h
Jolt/Renderer/DebugRenderer.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/MotorSettings.cpp,Jolt/Jolt.h
Jolt/Physics/Character/CharacterVirtual.h,Jolt/Physics/Character/CharacterBase.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/AABBTree/TriangleCodec/TriangleCodecIndexed8BitPackSOA4Flags.h
Jolt/ObjectStream/ObjectStream.cpp,Jolt/ObjectStream/ObjectStreamTypes.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Geometry/OrientedBox.h
Jolt/Physics/Collision/Shape/ConvexShape.h,Jolt/Core/StaticArray.h
Jolt/Core/LinearCurve.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Geometry/RayAABox.h
Jolt/Physics/Body/MotionProperties.h,Jolt/Physics/DeterminismLog.h
Jolt/Core/StaticArray.h,Jolt/Core/HashCombine.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Constraints/SixDOFConstraint.h,Jolt/Physics/Constraints/MotorSettings.h
Jolt/Physics/Body/MassProperties.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/Shape/ScaleHelpers.h,Jolt/Physics/PhysicsSettings.h
Jolt/Physics/PhysicsSystem.h,Jolt/Physics/Body/BodyInterface.h
Jolt/Physics/Collision/Shape/HeightFieldShape.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Collision/Shape/TaperedCylinderShape.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/TaperedCylinderShape.h
Jolt/Physics/Collision/CollisionDispatch.h,Jolt/Physics/Collision/NarrowPhaseStats.h
Jolt/Compute/CPU/WrapShaderBegin.h,Jolt/Compute/CPU/ShaderWrapper.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Constraints/ConstraintPart/RackAndPinionConstraintPart.h,Jolt/Physics/StateRecorder.h
Jolt/Physics/Vehicle/VehicleConstraint.cpp,Jolt/Core/Factory.h
Jolt/Core/RTTI.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/Shape.cpp,Jolt/Physics/Collision/Shape/Shape.h
Jolt/RegisterTypes.cpp,Jolt/Jolt.h
Jolt/Physics/Vehicle/VehicleDifferential.cpp,Jolt/Physics/Vehicle/VehicleDifferential.h
Jolt/Physics/Vehicle/WheeledVehicleController.h,Jolt/Physics/Vehicle/VehicleDifferential.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Core/ScopeExit.h
Jolt/Compute/DX12/ComputeShaderDX12.h,Jolt/Compute/DX12/IncludeDX12.h
Jolt/Physics/Collision/CastConvexVsTriangles.cpp,Jolt/Physics/Collision/Shape/ScaleHelpers.h
Jolt/Geometry/Ellipse.h,Jolt/Math/Float2.h
Jolt/Physics/Body/BodyCreationSettings.h,Jolt/Physics/Collision/CollisionGroup.h
Jolt/Physics/Body/BodyFilter.h,Jolt/Physics/Body/BodyID.h
Jolt/Physics/Collision/EstimateCollisionResponse.h,Jolt/Physics/Collision/ContactListener.h
Jolt/Physics/Collision/ShapeFilter.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Collision/Shape/SphereShape.h,Jolt/Physics/Collision/Shape/ConvexShape.h
Jolt/Physics/Constraints/SwingTwistConstraint.h,Jolt/Physics/Constraints/TwoBodyConstraint.h
Jolt/Physics/Vehicle/VehicleDifferential.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Collision/CollideShapeVsShapePerLeaf.h,Jolt/Physics/Collision/CollideShape.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Geometry/RayCylinder.h
Jolt/Math/Float3.h,Jolt/Core/HashCombine.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVertexIterator.h
Jolt/Physics/Collision/Shape/TaperedCylinderShape.h,Jolt/Physics/PhysicsSettings.h
Jolt/Physics/Collision/Shape/ConvexShape.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/StateRecorderImpl.cpp,Jolt/Physics/StateRecorderImpl.h
Jolt/ObjectStream/SerializableAttributeTyped.h,Jolt/ObjectStream/ObjectStream.h
Jolt/Math/UVec4.h,Jolt/Math/Vec4.h
Jolt/Core/ByteBuffer.h,Jolt/Core/STLAlignedAllocator.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/CapsuleShape.h
Jolt/Physics/Constraints/ConstraintPart/RotationEulerConstraintPart.h,Jolt/Physics/Body/Body.h
Jolt/Core/Core.h,riscv_vector.h
Jolt/Physics/Collision/Shape/ScaledShape.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseLayerInterfaceMask.h,Jolt/Physics/Collision/BroadPhase/BroadPhaseLayer.h
Jolt/Physics/Hair/HairShaders.cpp,Jolt/Physics/Hair/HairShaders.h
Jolt/Physics/Collision/NarrowPhaseQuery.cpp,Jolt/Physics/Collision/CollideShape.h
Jolt/Core/Core.h,malloc.h
Jolt/Physics/Collision/CollideShape.h,Jolt/Physics/Collision/ActiveEdgeMode.h
Jolt/Physics/Vehicle/MotorcycleController.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/Physics/Constraints/DistanceConstraint.cpp,Jolt/Physics/Body/Body.h
Jolt/Physics/SoftBody/SoftBodyShape.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/TriangleSplitter/TriangleSplitter.cpp,Jolt/TriangleSplitter/TriangleSplitter.h
Jolt/Physics/Body/BodyLockInterface.h,Jolt/Physics/Body/BodyManager.h
Jolt/Physics/Collision/Shape/CompoundShape.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ContactConstraintManager.cpp,Jolt/Physics/PhysicsSystem.h
